name,address,description,Grantobiorca Kod pocztowy,Grantobiorca Miejscowość,Grantobiorca Nr budynku,Grantobiorca Ulica,Miejsce Realizacji Województwo,Nazwa,Wartość wsparcia,Powiat
Wzrost odporności i konkurencyjności Hotelu Wodnik sp. z o.o. na rynku pomorskim - region 1,POMORSKIE Łeba Nadmorska 10 84-360,"Nazwa: HOTEL ""WODNIK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Łeba<br>Grantobiorca Ulica: Nadmorska<br>Grantobiorca Nr budynku: 10<br>Grantobiorca Kod pocztowy: 84-360<br>Wartość wsparcia: 318281.94",84-360,Łeba,10,Nadmorska,POMORSKIE,"HOTEL ""WODNIK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",318281.94,Powiat leborski
Wzrost odporności i konkurencyjności firmy Portman Lights z województwa pomorskiego poprzez wdrożenie nowych usług (Region 1,POMORSKIE Gdynia Chwaszczyńska 190d 81-571,Nazwa: PORTMAN LIGHTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Chwaszczyńska<br>Grantobiorca Nr budynku: 190d<br>Grantobiorca Kod pocztowy: 81-571<br>Wartość wsparcia: 454702.92,81-571,Gdynia,190d,Chwaszczyńska,POMORSKIE,PORTMAN LIGHTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,454702.92,Gdynia
"Dywersyfikacja działalności Związek Rzemiosła Polskiego w obiekcie Dom Wypoczynkowy ""Rzemieślnik"", prowadzonej w Regionie 1- województwo pomorskie",,Nazwa: Związek Rzemiosła Polskiego<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Miodowa<br>Grantobiorca Nr budynku: 14<br>Grantobiorca Kod pocztowy: 00-246<br>Wartość wsparcia: 499197.13,00-246,Warszawa,14,Miodowa,POMORSKIE,Związek Rzemiosła Polskiego,499197.13,Warszawa
Dywersyfikacja działalności PRZEDSIĘBIORSTWO HANDLOWOUSŁUGOWE KAROLINA KUŁAKOWSKA-WORYTKO i uodpornienie na przyszłe kryzysy poprzez wprowadzenie oferty cateringowej i lodziarni — Region 1,POMORSKIE Malbork Józefa Piłsudskiego 11/12/2 82-200,Nazwa: PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE KAROLINA KUŁAKOWSKA-WORYTKO<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Malbork<br>Grantobiorca Ulica: Józefa Piłsudskiego<br>Grantobiorca Nr budynku: 11/12/2<br>Grantobiorca Kod pocztowy: 82-200<br>Wartość wsparcia: 477000,82-200,Malbork,11/12/2002,Józefa Piłsudskiego,POMORSKIE,PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE KAROLINA KUŁAKOWSKA-WORYTKO,477000.0,Powiat kwidzynski
Zwiększenie odporności przedsiębiorstwa ALPHA CITY sp. z o.o. na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE Gdynia Poleska 25 81-321,Nazwa: Alpha City sp. z o.o.<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Poleska<br>Grantobiorca Nr budynku: 25<br>Grantobiorca Kod pocztowy: 81-321<br>Wartość wsparcia: 535590,81-321,Gdynia,25,Poleska,POMORSKIE,Alpha City sp. z o.o.,535590.0,Gdynia
"Region 1, ""MOBILNE ZACISZE PODRÓŻNIKA"" - wynajem ekologicznych domków mobilnych TINY HOUSE. Dywersyfikacja działalności poprzez rozszerzenie działalności w kierunku wynajmu krótkotrwałego zakwaterowania.",POMORSKIE Ryjewo Kopernika 4a 82-420,Nazwa: YOLO PROJEKT POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Ryjewo<br>Grantobiorca Ulica: Kopernika<br>Grantobiorca Nr budynku: 4a<br>Grantobiorca Kod pocztowy: 82-420<br>Wartość wsparcia: 539529,82-420,Ryjewo,4a,Kopernika,POMORSKIE,YOLO PROJEKT POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,539529.0,Powiat kwidzynski
"Rozwój potencjału spółki Majka i Wspólnicy z woj. pomorskiego poprzez inwestycję w bazę usługową w celu rozszerzenia i dywersyfikacji działalności, zwiększającą odporność firmy na kryzysy",POMORSKIE Zblewo Osiedle Dębowe 4 83-200,Nazwa: ANDRZEJ MAJKA I WSPÓLNICY SPÓŁKA JAWNA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Zblewo<br>Grantobiorca Ulica: Osiedle Dębowe<br>Grantobiorca Nr budynku: 4<br>Grantobiorca Kod pocztowy: 83-200<br>Wartość wsparcia: 393120,83-200,Zblewo,4,Osiedle Dębowe,POMORSKIE,ANDRZEJ MAJKA I WSPÓLNICY SPÓŁKA JAWNA,393120.0,Powiat starogardzki
"Dywersyfikacja działalności przedsiębiorstwa DARIUSZ NAFALSKI PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""WIRAŻ"", szansą na rozwój i odbudowę branży w regionie 1.",,"Nazwa: DARIUSZ NAFALSKI PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""WIRAŻ""<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Wiórek<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 28<br>Grantobiorca Kod pocztowy: 61-160<br>Wartość wsparcia: 300343.43",61-160,Wiórek,28,,POMORSKIE,"DARIUSZ NAFALSKI PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""WIRAŻ""",300343.43,Powiat poznanski
Wzmocnienie odporności i rozszerzenie oferty usługowej Hotelu Sadowa w Gdańsku poprzez uruchomienie wypożyczalni sprzętu sportowego i wprowadzenie do oferty dań na wynos oraz cyfryzacja usług hotelowych - stworzenie bezkontaktowej recepcji w Rejonie 1,POMORSKIE Gdańsk al. Aleja Grunwaldzka 56 80-241,Nazwa: SADOWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: al. Aleja Grunwaldzka<br>Grantobiorca Nr budynku: 56<br>Grantobiorca Kod pocztowy: 80-241<br>Wartość wsparcia: 539929.09,80-241,Gdańsk,56,al. Aleja Grunwaldzka,POMORSKIE,SADOWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,539929.09,Gdansk
"Dywersyfikacja działalności Party Camp Sp. z o.o., prowadzącej działalności w województwie pomorskim, poprzez wprowadzenie do oferty spółki usługi organizacji wydarzeń oraz wynajmu sprzętu eventowego",POMORSKIE Sopot Armii Krajowej 111 81-824,Nazwa: Party Camp Spółka z ograniczoną odpowiedzialnością<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Armii Krajowej<br>Grantobiorca Nr budynku: 111<br>Grantobiorca Kod pocztowy: 81-824<br>Wartość wsparcia: 539948.7,81-824,Sopot,111,Armii Krajowej,POMORSKIE,Party Camp Spółka z ograniczoną odpowiedzialnością,539948.7,Sopot
"Dywersyfikacja infrastruktury i atrakcji turystycznych w ""Siedlisku na Wydmach"" poprzez wprowadzenie nowych usług - budowę altany, strefy relaksu, wydzielenie pralni, wykończenie domków dla klientów ze zwierzętami oraz wprowadzenie nowych usług rekreacyjnych w województwie pomorskim w regionie 1.",POMORSKIE Rumia Matejki 8 84-230,Nazwa: MATPROJEKT MATEUSZ MUCHEWICZ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Rumia<br>Grantobiorca Ulica: Matejki<br>Grantobiorca Nr budynku: 8<br>Grantobiorca Kod pocztowy: 84-230<br>Wartość wsparcia: 491576.71,84-230,Rumia,8,Matejki,POMORSKIE,MATPROJEKT MATEUSZ MUCHEWICZ,491576.71,Powiat wejherowski
"Zwiększenie odporności przedsiębiorstwa ""MARCO POLO"" BOGDAN KIETLIŃSKI, MAŁGORZATA KIETLIŃSKA SPÓŁKA JAWNA na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności",POMORSKIE Sopot Grunwaldzka 25 80-751,"Nazwa: ""MARCO POLO"" BOGDAN KIETLIŃSKI, MAŁGORZATA KIETLIŃSKA SPÓŁKA JAWNA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Grunwaldzka<br>Grantobiorca Nr budynku: 25<br>Grantobiorca Kod pocztowy: 80-751<br>Wartość wsparcia: 539509.28",80-751,Sopot,25,Grunwaldzka,POMORSKIE,"""MARCO POLO"" BOGDAN KIETLIŃSKI, MAŁGORZATA KIETLIŃSKA SPÓŁKA JAWNA",539509.28,Gdansk
Dywersyfikacja i rozszerzenie działalności IZABELA KLIN w regionie Pomorze,POMORSKIE Pruszcz Gdański Wojciecha Kossaka 15 83-000,Nazwa: IZABELA KLIN<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Pruszcz Gdański<br>Grantobiorca Ulica: Wojciecha Kossaka<br>Grantobiorca Nr budynku: 15<br>Grantobiorca Kod pocztowy: 83-000<br>Wartość wsparcia: 414930.75,83-000,Pruszcz Gdański,15,Wojciecha Kossaka,POMORSKIE,IZABELA KLIN,414930.75,Gdansk County
Zwiększenie odporności przedsiębiorstwa USŁUGI GASTRONOMICZNE TOMASZ ZALEWSKI na sytuacje kryzysowe w wyniku rozszerzenia prowadzonej działalności (REGION 1: województwo pomorskie,POMORSKIE Otomin Konna 6 80-174,Nazwa: USŁUGI GASTRONOMICZNE TOMASZ ZALEWSKI<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Otomin<br>Grantobiorca Ulica: Konna<br>Grantobiorca Nr budynku: 6<br>Grantobiorca Kod pocztowy: 80-174<br>Wartość wsparcia: 451760.23,80-174,Otomin,6,Konna,POMORSKIE,USŁUGI GASTRONOMICZNE TOMASZ ZALEWSKI,451760.23,Gdansk
Dywersyfikacja działalności przedsiębiorstwa Rezydencja Robert Rigga poprzez utworzenie nowej usługi.,POMORSKIE Władysławowo Harcerska 4 84-120,Nazwa: Rezydencja RIGGA Robert Rigga<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Władysławowo<br>Grantobiorca Ulica: Harcerska<br>Grantobiorca Nr budynku: 4<br>Grantobiorca Kod pocztowy: 84-120<br>Wartość wsparcia: 540000,84-120,Władysławowo,4,Harcerska,POMORSKIE,Rezydencja RIGGA Robert Rigga,540000.0,Powiat pucki
Poszerzenie usług sali bankietowej Drewutnia w Rytlu woj. pomorskie i jej modernizacja oraz poprawa efektywności energetycznej budynku,POMORSKIE Rytel (osada) 1a 89-642,Nazwa: Olcha Karolina Drewek<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Rytel (osada)<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 1a<br>Grantobiorca Kod pocztowy: 89-642<br>Wartość wsparcia: 416446,89-642,Rytel (osada),1a,,POMORSKIE,Olcha Karolina Drewek,416446.0,Powiat chojnicki
Rozszerzenie i dywersyfikacja działalności firmy Przedsiębiorstwo Wielobranżowe Jarosław Jankowski w sektorze usług noclegowych i wypożyczalni sprzętu sportowego i rekreacyjnego w Regionie 1,POMORSKIE Bydgoszcz Mennica 1 85-112,Nazwa: PRZEDSIĘBIORSTWO WIELOBRANŻOWE JAROSŁAW JANKOWSKI<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Bydgoszcz<br>Grantobiorca Ulica: Mennica<br>Grantobiorca Nr budynku: 1<br>Grantobiorca Kod pocztowy: 85-112<br>Wartość wsparcia: 479920.12,85-112,Bydgoszcz,1,Mennica,POMORSKIE,PRZEDSIĘBIORSTWO WIELOBRANŻOWE JAROSŁAW JANKOWSKI,479920.12,
Zwiększenie odporności działalności gospodarczej FUN -TOMAS TOMASZ ZIEMANN na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie).,POMORSKIE Gdańsk al. Aleja Zwycięstwa 12 80-219,Nazwa: FUN -TOMAS TOMASZ ZIEMANN<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: al. Aleja Zwycięstwa<br>Grantobiorca Nr budynku: 12<br>Grantobiorca Kod pocztowy: 80-219<br>Wartość wsparcia: 519639.94,80-219,Gdańsk,12,al. Aleja Zwycięstwa,POMORSKIE,FUN -TOMAS TOMASZ ZIEMANN,519639.94,Gdansk
Zwiększenie odporności przedsiębiorstwa MIDI MARTA NOWAK na sytuacje kryzysowe w wyniku rozszerzenia prowadzonej działalności (REGION 1: województwo pomorskie,POMORSKIE Gdynia al. Zwycięstwa 96 81-341,Nazwa: MIDI MARTA NOWAK<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: al. Zwycięstwa<br>Grantobiorca Nr budynku: 96<br>Grantobiorca Kod pocztowy: 81-341<br>Wartość wsparcia: 325537.42,81-341,Gdynia,96,al. Zwycięstwa,POMORSKIE,MIDI MARTA NOWAK,325537.42,Gdynia
"Dywersyfikacja działalności restauracji Pod Dębami, wprowadzenie nowych produktów gastronomicznych, usługi cateringowej oraz organizacji przyjęć okolicznościowych. Region 1 (pomorskie)",POMORSKIE Bytonia Główna 30 83-210,Nazwa: Pod Dębami Bogusław Blok<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Bytonia<br>Grantobiorca Ulica: Główna<br>Grantobiorca Nr budynku: 30<br>Grantobiorca Kod pocztowy: 83-210<br>Wartość wsparcia: 539869.75,83-210,Bytonia,30,Główna,POMORSKIE,Pod Dębami Bogusław Blok,539869.75,Powiat starogardzki
"Rozszerzenie działalności oraz zwiększenie odporności przedsiębiorstwa Dym na Wodzie R.Niewiarowski, M.Kuczyńska-Niewiarowska spółka cywilna, prowadzącego działalność w regionie 1, poprzez zakup sprzętu i wyposażenia gastronomicznego niezbędnego do wprowadzenia nowej usługi do oferty przedsiębiorstwa, zwiększenie efektywności energetycznej przedsiębiorstwa oraz podniesienie kwalifikacji pracowników.",POMORSKIE Słupsk Bałtycka 8 76-200,"Nazwa: DYM NA WODZIE RAFAŁ NIEWIAROWSKI, MARLENA KUCZYŃSKA-NIEWIAROWSKA SPÓŁKA CYWILNA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Słupsk<br>Grantobiorca Ulica: Bałtycka<br>Grantobiorca Nr budynku: 8<br>Grantobiorca Kod pocztowy: 76-200<br>Wartość wsparcia: 539967.6",76-200,Słupsk,8,Bałtycka,POMORSKIE,"DYM NA WODZIE RAFAŁ NIEWIAROWSKI, MARLENA KUCZYŃSKA-NIEWIAROWSKA SPÓŁKA CYWILNA",539967.6,Powiat koszalinski
"Rozszerzenie oferty usługowej pensjonatu Willa Letnia Apartamenty w Krynicy Morskiej poprzez budowę pergoli, wyposażenie zaplecza gastronomicznego oraz budowę basenu w celu zwiększenia atrakcyjności obiektu.",POMORSKIE Elbląg Dębowa 3 82-300,"Nazwa: Firma Handlowa ""RUDNICKI"" Katarzyna Rudnicka<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Elbląg<br>Grantobiorca Ulica: Dębowa<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 82-300<br>Wartość wsparcia: 536461.2",82-300,Elbląg,3,Dębowa,POMORSKIE,"Firma Handlowa ""RUDNICKI"" Katarzyna Rudnicka",536461.2,Powiat kwidzynski
"Budowanie odporności P.H.U. ""ARAS"" Arkadiusz Janczewski poprzez rozszerzenie i dywersyfikację działalności w wojewóztwie pomorskim (region 1)",POMORSKIE Wiślinka Łąkowa 223 83-011,"Nazwa: P.H.U. ""ARAS"" Arkadiusz Janczewski<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Wiślinka<br>Grantobiorca Ulica: Łąkowa<br>Grantobiorca Nr budynku: 223<br>Grantobiorca Kod pocztowy: 83-011<br>Wartość wsparcia: 535611.6",83-011,Wiślinka,223,Łąkowa,POMORSKIE,"P.H.U. ""ARAS"" Arkadiusz Janczewski",535611.6,Powiat starogardzki
"""HOTEL GNIECKI CENTRUM ODCHUDZAJĄCE"" – Innowacyjne technologie cyfrowe, cyfryzacja obiektu, aplikacja mobilna i platforma e-commerce wspierające odporność przedsiębiorstwa poprzez rozwój usług dla osób o szczególnych potrzebach zdrowotnych w REGIONIE 1.",POMORSKIE Przejazdowo Kasztanowa 2 83-021,Nazwa: HOTEL GNIECKI GDAŃSK KAZIMIERZ GNIECKI<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Przejazdowo<br>Grantobiorca Ulica: Kasztanowa<br>Grantobiorca Nr budynku: 2<br>Grantobiorca Kod pocztowy: 83-021<br>Wartość wsparcia: 474786.25,83-021,Przejazdowo,2,Kasztanowa,POMORSKIE,HOTEL GNIECKI GDAŃSK KAZIMIERZ GNIECKI,474786.25,Gdansk County
Wzmocnienie odporności oraz potencjału rozwojowego Firmy Aneta Tyczyńska Marketing&More poprzez dywersyfikację działalności w obszarze prowadzenia obiektów noclegowych krótkotrwałego zakwaterowania na terenie województwa pomorskiego,POMORSKIE Warszawa Pastuszków 11 04-435,Nazwa: Aneta Tyczyńska Marketing&More<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Warszawa<br>Grantobiorca Ulica: Pastuszków<br>Grantobiorca Nr budynku: 11<br>Grantobiorca Kod pocztowy: 04-435<br>Wartość wsparcia: 535500,04-435,Warszawa,11,Pastuszków,POMORSKIE,Aneta Tyczyńska Marketing&More,535500.0,Warszawa
Wzmocnienie odporności oraz potencjału rozwojowego Firmy EKO-PARTNER KRYSTIAN SKIBA poprzez dywersyfikację działalności w obszarze prowadzenia obiektów noclegowych krótkotrwałego zakwaterowania na terenie województwa pomorskiego,POMORSKIE Przewłoka 12a 76-270,Nazwa: EKO-PARTNER KRYSTIAN SKIBA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Przewłoka<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 12a<br>Grantobiorca Kod pocztowy: 76-270<br>Wartość wsparcia: 535500,76-270,Przewłoka,12a,,POMORSKIE,EKO-PARTNER KRYSTIAN SKIBA,535500.0,Powiat koszalinski
Dywersyfikacja i rozszerzenie działalności 201 studio Agnieszka Siech region POMORZE,POMORSKIE Gdynia Józefa Korzeniowskiego 3 81-376,Nazwa: 201 studio Agnieszka Siech<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Józefa Korzeniowskiego<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 81-376<br>Wartość wsparcia: 534370.65,81-376,Gdynia,3,Józefa Korzeniowskiego,POMORSKIE,201 studio Agnieszka Siech,534370.65,Gdynia
Wzrost konkurencyjności firmy poprzez rozszerzenie zakresu oferowanych produktów - mobilny punkt gastronomiczny w celu budowy odporności przedsiębiorstwa na niekorzystne zjawiska ekonomiczne oraz kryzys gospodarczy.,POMORSKIE Kobylnica Topolowa 15 76-251,Nazwa: GRUPA I WORK Katarzyna Okunowicz<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Kobylnica<br>Grantobiorca Ulica: Topolowa<br>Grantobiorca Nr budynku: 15<br>Grantobiorca Kod pocztowy: 76-251<br>Wartość wsparcia: 401364,76-251,Kobylnica,15,Topolowa,POMORSKIE,GRUPA I WORK Katarzyna Okunowicz,401364.0,Powiat slupski
"Rozszerzenie działalności Maciej Bielecki AGENCJA MB o nową ofertę usługową wraz z transformacją cyfrową i ekologiczną firmy, zmierzającą do zwiększającą konkurencyjność i odporność na przyszłe kryzysy firmy w województwie pomorskim (Region 1)",POMORSKIE Gdynia Mazurska 4A 81-312,Nazwa: Maciej Bielecki AGENCJA MB<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Mazurska<br>Grantobiorca Nr budynku: 4A<br>Grantobiorca Kod pocztowy: 81-312<br>Wartość wsparcia: 416284.93,81-312,Gdynia,4A,Mazurska,POMORSKIE,Maciej Bielecki AGENCJA MB,416284.93,Gdynia
Dywersyfikacja oferty w woj. pomorskim przez firmę RSI Radosław Szadkowski,POMORSKIE Tawęcino 67a 84-351,Nazwa: RSI Radosław Szadkowski<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Tawęcino<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 67a<br>Grantobiorca Kod pocztowy: 84-351<br>Wartość wsparcia: 535590,84-351,Tawęcino,67a,,POMORSKIE,RSI Radosław Szadkowski,535590.0,Powiat leborski
"Rozszerzenie i dywersyfikacja działalności firmy SAILEAT Paweł Wiercioch o usługi wypożyczalni sprzętów turystycznych i usługi gastronomiczne w miejscowości Łupawsko, gmina Czarna Dąbrówka, (województwo pomorskie) wraz z zakupem powiązanych usług doradczych, szkoleniowych, cyfrowych oraz działaniami w zakresie „zielonej transformacji”.",POMORSKIE Słupsk Artura Grottgera 12 76-200,Nazwa: SAILEAT Paweł Wiercioch<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Słupsk<br>Grantobiorca Ulica: Artura Grottgera<br>Grantobiorca Nr budynku: 12<br>Grantobiorca Kod pocztowy: 76-200<br>Wartość wsparcia: 172849.32,76-200,Słupsk,12,Artura Grottgera,POMORSKIE,SAILEAT Paweł Wiercioch,172849.32,Powiat koszalinski
"Rozszerzenie działalności firmy Zielone Wzgórza Alicja Gerbatowska o nową ofertę usługową wraz z transformacją cyfrową i ekologiczną, zwiększającą konkurencyjność i odporność firmy na przyszłe kryzysy w województwie pomorskim (Region 1)",POMORSKIE Mądrzechowo Świerkowa 1 77-100,Nazwa: ZIELONE WZGÓRZA ALICJA GERBATOWSKA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Mądrzechowo<br>Grantobiorca Ulica: Świerkowa<br>Grantobiorca Nr budynku: 1<br>Grantobiorca Kod pocztowy: 77-100<br>Wartość wsparcia: 540000,77-100,Mądrzechowo,1,Świerkowa,POMORSKIE,ZIELONE WZGÓRZA ALICJA GERBATOWSKA,540000.0,Powiat bytowski
"Rozwój kompleksu turystyczno-rekreacyjnego Zajazdu 'Ostoja' poprzez utworzenie strefy SPA, wypożyczalni sprzętu rekreacyjnego i baru z przekąskami w Sporyszu, region nr.1 województwo Pomorskie",POMORSKIE Sporysz 8 77-304,"Nazwa: Zajazd ""Ostoja"" - Małgorzata Lenio<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sporysz<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 8<br>Grantobiorca Kod pocztowy: 77-304<br>Wartość wsparcia: 469571.19",77-304,Sporysz,8,,POMORSKIE,"Zajazd ""Ostoja"" - Małgorzata Lenio",469571.19,Powiat czluchowski
Śladami Przygód - wprowadzenie usługi wypożyczalni elektrycznego sprzętu sportowego dla aktywnego odkrywania pięknych krajobrazów województwa pomorskiego.,POMORSKIE Władysławowo Żytnia 19 84-120,"Nazwa: ""WIEN"" - Tomasz Samojlik<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Władysławowo<br>Grantobiorca Ulica: Żytnia<br>Grantobiorca Nr budynku: 19<br>Grantobiorca Kod pocztowy: 84-120<br>Wartość wsparcia: 537453.5",84-120,Władysławowo,19,Żytnia,POMORSKIE,"""WIEN"" - Tomasz Samojlik",537453.5,Powiat pucki
Dywersyfikacja Działalności przez Otwarcie Wypożyczalni Rowerów i Rozpoczęcie Świadczenia Usług Cateringowych z Zastosowaniem Nowoczesnych Rozwiązań Ekologicznych przez Firmę BAR BISTRO-HOTEL ZYGMUNT DRYWA w Regionie 1 (województwo pomorskie,POMORSKIE Dworek 26 82-103,Nazwa: ZYGMUNT DRYWA BAR BISTRO-HOTEL<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Dworek<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 26<br>Grantobiorca Kod pocztowy: 82-103<br>Wartość wsparcia: 368103.19,82-103,Dworek,26,,POMORSKIE,ZYGMUNT DRYWA BAR BISTRO-HOTEL,368103.19,Powiat kwidzynski
Rozszerzenie i dywersyfikacja działalności turystycznej firmy VISION MANAGEMENT & CONSULTING Sp. z o. o. (województwo pomorskie) w zakresie wypożyczalni kajaków i rowerów oraz sauny mobilnej wraz z wdrożeniem rozwiązań cyfrowych i elementów „zielonej transformacji” w przedsiębiorstwie oraz zakupem powiązanych usług doradczych i szkoleniowych.,POMORSKIE Gdańsk Jana Heweliusza 11 80-890,"Nazwa: ""VISION MANAGEMENT & CONSULTING"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Jana Heweliusza<br>Grantobiorca Nr budynku: 11<br>Grantobiorca Kod pocztowy: 80-890<br>Wartość wsparcia: 503955.48",80-890,Gdańsk,11,Jana Heweliusza,POMORSKIE,"""VISION MANAGEMENT & CONSULTING"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",503955.48,Gdansk
