name,address,description,Grantobiorca Kod pocztowy,Grantobiorca Miejscowość,Grantobiorca Nr budynku,Grantobiorca Ulica,Miejsce Realizacji Województwo,Nazwa,Wartość wsparcia
Rozszerzenie i dywersyfikacja działalności firmy Piotr Tysiąc 50EVENTS.PL o całoroczne usługi noclegowe w przyczepach kempingowych wraz z usługami SPA/wellness w lokalizacji: Trzepowo (województwo pomorskie) w celu zwiększenia odporności firmy na sytuacje kryzysowe,POMORSKIE Olsztyn Marii Zientary-Malewskiej 16 10-305,Nazwa: Piotr Tysiąc 50EVENTS.PL<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Olsztyn<br>Grantobiorca Ulica: Marii Zientary-Malewskiej<br>Grantobiorca Nr budynku: 16<br>Grantobiorca Kod pocztowy: 10-305<br>Wartość wsparcia: 496911.24,10-305,Olsztyn,16,Marii Zientary-Malewskiej,POMORSKIE,Piotr Tysiąc 50EVENTS.PL,496911.24
Rozszerzenie i dywersyfikacja oferty P.H.U. AGAB Agnieszka Bogusz (woj. pomorskie) poprzez stworzenie zaplecza gastronomicznego i uruchomienia nowej usługi cateringowej celem zwiększenia jej odporności na kryzysy.,POMORSKIE Gdańsk Anastazego Wika-Czarnowskiego 1b 80-365,Nazwa: P.H.U. AGAB Agnieszka Bogusz<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Anastazego Wika-Czarnowskiego<br>Grantobiorca Nr budynku: 1b<br>Grantobiorca Kod pocztowy: 80-365<br>Wartość wsparcia: 490213.45,80-365,Gdańsk,1b,Anastazego Wika-Czarnowskiego,POMORSKIE,P.H.U. AGAB Agnieszka Bogusz,490213.45
Rozwój Przedsiębiorstwa Wielobranżowego Tomasz Janiszewski poprzez dywersyfikację usług hotelarskich i gastronomicznych w województwie zachodniopomorskim,ZACHODNIOPOMORSKIE Międzywodzie Puławska 3 72-415,Nazwa: PRZEDSIĘBIORSTWO WIELOBRANŻOWE TOMASZ JANISZEWSKI<br>Miejsce Realizacji Województwo: ZACHODNIOPOMORSKIE<br>Grantobiorca Miejscowość: Międzywodzie<br>Grantobiorca Ulica: Puławska<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 72-415<br>Wartość wsparcia: 539804.7,72-415,Międzywodzie,3,Puławska,ZACHODNIOPOMORSKIE,PRZEDSIĘBIORSTWO WIELOBRANŻOWE TOMASZ JANISZEWSKI,539804.7
Dywersyfikacja działalności poprzez wprowadzenie nowej usługi zakwaterowania krótkoterminowego przez IDPB sp. z o.o. w Gąskach w województwie zachodniopomorskim,ZACHODNIOPOMORSKIE Koszalin Zwycięstwa 126 75-614,"Nazwa: ""Instytut Dobrych Praktyk Biznesowych"" Spółka z ograniczoną odpowiedzialnością<br>Miejsce Realizacji Województwo: ZACHODNIOPOMORSKIE<br>Grantobiorca Miejscowość: Koszalin<br>Grantobiorca Ulica: Zwycięstwa<br>Grantobiorca Nr budynku: 126<br>Grantobiorca Kod pocztowy: 75-614<br>Wartość wsparcia: 464196.82",75-614,Koszalin,126,Zwycięstwa,ZACHODNIOPOMORSKIE,"""Instytut Dobrych Praktyk Biznesowych"" Spółka z ograniczoną odpowiedzialnością",464196.82
"Rozszerzenie i dywersyfikacja działalności oraz zwiększenie konkurencyjności i innowacyjności firmy przez wprowadzenie nowych usług i pozyskanie nowych klientów. Wzmocnienie odporności na kryzysy dzięki zielonej transformacji i nowym technologiom cyfrowym, podniesienie kompetencji pracowników oraz usługi doradcze związane z dywersyfikacją. Dostosowanie do trendów i potrzeb rynku. Projekt realizowany w województwie kujawsko-pomorskim.",KUJAWSKO-POMORSKIE Zajezierze 33 88-140,Nazwa: APT Violetta Sienkiewicz<br>Miejsce Realizacji Województwo: KUJAWSKO-POMORSKIE<br>Grantobiorca Miejscowość: Zajezierze<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 33<br>Grantobiorca Kod pocztowy: 88-140<br>Wartość wsparcia: 539655.03,88-140,Zajezierze,33,,KUJAWSKO-POMORSKIE,APT Violetta Sienkiewicz,539655.03
Wprowadzenie nowych usług w ramach kodu PKD 55.20.Z drogą do wzmocnienia pozycji firmy i zwiększenia jej odporności na sytuacje kryzysowe. Realizacja na obszarze regionu 1 w województwie zachodniopomorskim.,ZACHODNIOPOMORSKIE Kobyłka mjr. Hubala 6D 05-230,Nazwa: TPMJ TOMASZ PARZYBUT<br>Miejsce Realizacji Województwo: ZACHODNIOPOMORSKIE<br>Grantobiorca Miejscowość: Kobyłka<br>Grantobiorca Ulica: mjr. Hubala<br>Grantobiorca Nr budynku: 6D<br>Grantobiorca Kod pocztowy: 05-230<br>Wartość wsparcia: 530036.64,05-230,Kobyłka,6D,mjr. Hubala,ZACHODNIOPOMORSKIE,TPMJ TOMASZ PARZYBUT,530036.64
Dywersyfikacja oferty poprzez wprowadzenie nowych usług w działalności FAN99 Sp. z o.o. (pomorskie) wraz z elementami zielonej transformacji.,POMORSKIE Pogórze Wiejska 129 81-198,Nazwa: FAN99 Spółka z ograniczoną odpowiedzialnością<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Pogórze<br>Grantobiorca Ulica: Wiejska<br>Grantobiorca Nr budynku: 129<br>Grantobiorca Kod pocztowy: 81-198<br>Wartość wsparcia: 356595.26,81-198,Pogórze,129,Wiejska,POMORSKIE,FAN99 Spółka z ograniczoną odpowiedzialnością,356595.26
Zwiększenie odporności przedsiębiorstwa MARIUSZ OKLIŃSKI na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie,POMORSKIE Gdańsk Stanisława Moniuszki 13 80-274,Nazwa: Mariusz Okliński<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Stanisława Moniuszki<br>Grantobiorca Nr budynku: 13<br>Grantobiorca Kod pocztowy: 80-274<br>Wartość wsparcia: 178672.09,80-274,Gdańsk,13,Stanisława Moniuszki,POMORSKIE,Mariusz Okliński,178672.09
Rozszerzenie i dywersyfikacja działalności firmy AM FOOD GROUP SPÓŁKA Z O.O. w sektorze usług noclegowych i kateringowych w Regionie nr 1,POMORSKIE Bydgoszcz Jatki 2 85-109,Nazwa: AM FOOD GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Bydgoszcz<br>Grantobiorca Ulica: Jatki<br>Grantobiorca Nr budynku: 2<br>Grantobiorca Kod pocztowy: 85-109<br>Wartość wsparcia: 470751.84,85-109,Bydgoszcz,2,Jatki,POMORSKIE,AM FOOD GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,470751.84
"Zwiększenie odporności przedsiębiorstwa pod firmą Limone G. Skrzoska Sp. J. na sytuacje kryzysowe poprzez wprowadzenie do oferty nowej usługi gastronomicznej w formie ""Bistro"", nowej usługi cateringu śniadaniowego oraz produkcję naturalnych, wegańskich lodów sorbetowych i lemoniad z naturalnych składników od lokalnych dostawców oraz wdrożenie technologii cyfrowej e-obsługi klienta poprzez uruchomienie samoobsługowego kiosku multimedialnego w kawiarni CINNAMON Garden w Szczecinie. Region 1.",ZACHODNIOPOMORSKIE Szczecin ks. Piotra Skargi 15 71-422,Nazwa: LIMONE G. SKRZOSKA SPÓŁKA JAWNA<br>Miejsce Realizacji Województwo: ZACHODNIOPOMORSKIE<br>Grantobiorca Miejscowość: Szczecin<br>Grantobiorca Ulica: ks. Piotra Skargi<br>Grantobiorca Nr budynku: 15<br>Grantobiorca Kod pocztowy: 71-422<br>Wartość wsparcia: 478989,71-422,Szczecin,15,ks. Piotra Skargi,ZACHODNIOPOMORSKIE,LIMONE G. SKRZOSKA SPÓŁKA JAWNA,478989
Rozszerzenie i dywersyfikacja działalności firmy PERSONAL COACH - ANNA DROŻDŻAL w województwie zachodniopomorskim,ZACHODNIOPOMORSKIE Szczecin Szczecińska 30 71-784,Nazwa: PERSONAL COACH - ANNA DROŻDŻAL<br>Miejsce Realizacji Województwo: ZACHODNIOPOMORSKIE<br>Grantobiorca Miejscowość: Szczecin<br>Grantobiorca Ulica: Szczecińska<br>Grantobiorca Nr budynku: 30<br>Grantobiorca Kod pocztowy: 71-784<br>Wartość wsparcia: 242519.24,71-784,Szczecin,30,Szczecińska,ZACHODNIOPOMORSKIE,PERSONAL COACH - ANNA DROŻDŻAL,242519.24
Rozszerzenie i dywersyfikacja działalności przedsiębiorstwa ''STARY MŁYN'' Łukiewscy Konstancja Łukiewska poprzez wdrożenie nowych usług na terenie województwa kujawsko-pomorskiego,KUJAWSKO-POMORSKIE Wierzchucice 6 86-014,Nazwa: ''STARY MŁYN'' Łukiewscy Konstancja Łukiewska<br>Miejsce Realizacji Województwo: KUJAWSKO-POMORSKIE<br>Grantobiorca Miejscowość: Wierzchucice<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 6<br>Grantobiorca Kod pocztowy: 86-014<br>Wartość wsparcia: 540000,86-014,Wierzchucice,6,,KUJAWSKO-POMORSKIE,''STARY MŁYN'' Łukiewscy Konstancja Łukiewska,540000
"Dywersyfikacja profilu dotychczasowej działalności przedsiębiorstwa EURO-GAS TRO WOJCIECHOWSKI OKTAWIUSZ poprzez inwestycje mającą na celu wdrożenie nowych usług, świadczonych w województwie Pomorskim.",POMORSKIE Gdańsk Długa 52 80-831,Nazwa: EURO-GASTRO OKTAWIUSZ WOJCIECHOWSKI<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Długa<br>Grantobiorca Nr budynku: 52<br>Grantobiorca Kod pocztowy: 80-831<br>Wartość wsparcia: 536305.93,80-831,Gdańsk,52,Długa,POMORSKIE,EURO-GASTRO OKTAWIUSZ WOJCIECHOWSKI,536305.93
Rozszerzenie profilu dotychczasowej działalności przedsiębiorstwa Przystanek Patrzałkowie s.c. poprzez inwestycje mające na celu wdrożenie nowej usługi cateringowej świadczonej w województwie pomorskim.,POMORSKIE Malbork Józefa Wybickiego 12 82-200,Nazwa: Przystanek Patrzałkowie s.c.<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Malbork<br>Grantobiorca Ulica: Józefa Wybickiego<br>Grantobiorca Nr budynku: 12<br>Grantobiorca Kod pocztowy: 82-200<br>Wartość wsparcia: 338009.66,82-200,Malbork,12,Józefa Wybickiego,POMORSKIE,Przystanek Patrzałkowie s.c.,338009.66
Rozszerzenie działalności oraz prowadzenie nowych usług w firmie Pizza La Vita woj. Pomorskie - Region 1,POMORSKIE Gdynia Kazimierza Tetmajera 8 81-406,Nazwa: Pizza La Vita Mariusz Polender<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Kazimierza Tetmajera<br>Grantobiorca Nr budynku: 8<br>Grantobiorca Kod pocztowy: 81-406<br>Wartość wsparcia: 509679.45,81-406,Gdynia,8,Kazimierza Tetmajera,POMORSKIE,Pizza La Vita Mariusz Polender,509679.45
Wirtualna informacja turystyczna jako sposób na dywersyfikację działalności Zachodniopomorskiej Agencji Rozwoju Turystyki ZART Sp. z o.o.,ZACHODNIOPOMORSKIE Szczecin Władysława Broniewskiego 12 71-460,Nazwa: Zachodniopomorska Agencja Rozwoju Turystyki ZART Sp. z o.o.<br>Miejsce Realizacji Województwo: ZACHODNIOPOMORSKIE<br>Grantobiorca Miejscowość: Szczecin<br>Grantobiorca Ulica: Władysława Broniewskiego<br>Grantobiorca Nr budynku: 12<br>Grantobiorca Kod pocztowy: 71-460<br>Wartość wsparcia: 521738.1,71-460,Szczecin,12,Władysława Broniewskiego,ZACHODNIOPOMORSKIE,Zachodniopomorska Agencja Rozwoju Turystyki ZART Sp. z o.o.,521738.1
"Dywersyfikacja działalności Retrospekcja Przemysław Czwartek, Rafał Trudziński S.C poprzez inwestycje mające na celu wdrożenie nowych usług na terenie województwa kujawsko-pomorskiego.",KUJAWSKO-POMORSKIE Niemcz Elizy Orzeszkowej 23 86-032,"Nazwa: RETROSPEKCJA Przemysław Czwartek,Rafał Trudziński S.C.<br>Miejsce Realizacji Województwo: KUJAWSKO-POMORSKIE<br>Grantobiorca Miejscowość: Niemcz<br>Grantobiorca Ulica: Elizy Orzeszkowej<br>Grantobiorca Nr budynku: 23<br>Grantobiorca Kod pocztowy: 86-032<br>Wartość wsparcia: 279618.96",86-032,Niemcz,23,Elizy Orzeszkowej,KUJAWSKO-POMORSKIE,"RETROSPEKCJA Przemysław Czwartek,Rafał Trudziński S.C.",279618.96
„Zwiększenie odporności przedsiębiorstwa TARIFA IT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ na sytuacje kryzysowe w wyniku dywersyfikacji oraz rozszerzenia prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE Gdańsk Obrońców Westerplatte 23 80-317,Nazwa: TARIFA IT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Obrońców Westerplatte<br>Grantobiorca Nr budynku: 23<br>Grantobiorca Kod pocztowy: 80-317<br>Wartość wsparcia: 538581.23,80-317,Gdańsk,23,Obrońców Westerplatte,POMORSKIE,TARIFA IT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,538581.23
"Śpij Tam Gdzie Lubisz"" - Nowe Usługi Przedsiębiorstwa FHU ""ELDAN ENERGY"" Wiesław Puzdrowski ze Stężycy w woj. Pomorskim Polegająca na Uruchomieniu Mobilnych Noclegów w Ekologicznych Przyczepach Kempingowych",POMORSKIE Stężyca Świętopełka Wielkiego 26 83-322,"Nazwa: Firma Handlowo Usługowa ""ELDAN ENERGY"" Wiesław Puzdrowski<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Stężyca<br>Grantobiorca Ulica: Świętopełka Wielkiego<br>Grantobiorca Nr budynku: 26<br>Grantobiorca Kod pocztowy: 83-322<br>Wartość wsparcia: 363346.9",83-322,Stężyca,26,Świętopełka Wielkiego,POMORSKIE,"Firma Handlowo Usługowa ""ELDAN ENERGY"" Wiesław Puzdrowski",363346.9
"Zwiększenie odporności przedsiębiorstwa PING PONG Rafał Brzoskowski, Yewei Quan Spółka Cywilna na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie)",POMORSKIE Gdańsk Juliusza Słowackiego 21 80-257,"Nazwa: PING PONG Rafał Brzoskowski, Yewei Quan Spółka Cywilna<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Juliusza Słowackiego<br>Grantobiorca Nr budynku: 21<br>Grantobiorca Kod pocztowy: 80-257<br>Wartość wsparcia: 148637.89",80-257,Gdańsk,21,Juliusza Słowackiego,POMORSKIE,"PING PONG Rafał Brzoskowski, Yewei Quan Spółka Cywilna",148637.89
"Dywersyfikacja działalności przedsiębiorstwa JOANNA BAGIŃSKAJANAS ""FOODEXPERT"" o nowe, dotąd nieświadczone usługi, region 1, województwo zachodniopomorskie",,"Nazwa: JOANNA BAGIŃSKA-JANAS ""FOODEXPERT""<br>Miejsce Realizacji Województwo: ZACHODNIOPOMORSKIE<br>Grantobiorca Miejscowość: Szczecin<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 13<br>Grantobiorca Kod pocztowy: 71-005<br>Wartość wsparcia: 281269.42",71-005,Szczecin,13,,ZACHODNIOPOMORSKIE,"JOANNA BAGIŃSKA-JANAS ""FOODEXPERT""",281269.42
"Inwestycja polegająca na uruchomieniu wypożyczalni jachtów żaglowych wraz ze strefą relaksu w Regionie 1 obejmującym województwa: kujawsko-pomorskie, pomorskie i zachodniopomorskie.",POMORSKIE Gdynia Nowodworcowa 3/4 81-581,Nazwa: MB Marcin Biliński<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Nowodworcowa<br>Grantobiorca Nr budynku: 3/4<br>Grantobiorca Kod pocztowy: 81-581<br>Wartość wsparcia: 540000,81-581,Gdynia,3/4,Nowodworcowa,POMORSKIE,MB Marcin Biliński,540000
Zwiększenie odporności przedsiębiorstwa USŁUGI REKREACYJNO-TURYSTYCZNE BACHUSEK BARBARA PEK na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE Gdańsk 27A 80-298,Nazwa: USŁUGI REKREACYJNO-TURYSTYCZNE BACHUSEK BARBARA PEK<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 27A<br>Grantobiorca Kod pocztowy: 80-298<br>Wartość wsparcia: 539727.08,80-298,Gdańsk,27A,,POMORSKIE,USŁUGI REKREACYJNO-TURYSTYCZNE BACHUSEK BARBARA PEK,539727.08
"Dywersyfikacja o rozszerzenie działalności OSTRZYCE SPA Teresa Brylowska o nową ofertę usługową wraz z transformacją cyfrową i ekologiczną firmy, zmierzając do zwiększenia konkurencyjności i odporności na przyszłe kryzysy firmy w województwie pomorskim (Region 1)",POMORSKIE Ostrzyce Bukowa 4 83-314,Nazwa: OSTRZYCE SPA Teresa Brylowska<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Ostrzyce<br>Grantobiorca Ulica: Bukowa<br>Grantobiorca Nr budynku: 4<br>Grantobiorca Kod pocztowy: 83-314<br>Wartość wsparcia: 534245.12,83-314,Ostrzyce,4,Bukowa,POMORSKIE,OSTRZYCE SPA Teresa Brylowska,534245.12
"Inwestycja polegająca na wprowadzeniu usługi wynajmu rowerów elektrycznych oraz uruchomieniu pralni dla gości noclegowych w Regionie 1 obejmującym województwa pomorskie, kujawsko-pomorskie, zachodniopomorskie.",POMORSKIE Gdynia Świętojańska 83a 81-839,"Nazwa: ""NAM-VIET"" EWA WOJTASIK-NGUYEN<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Świętojańska<br>Grantobiorca Nr budynku: 83a<br>Grantobiorca Kod pocztowy: 81-839<br>Wartość wsparcia: 152231.67",81-839,Gdynia,83a,Świętojańska,POMORSKIE,"""NAM-VIET"" EWA WOJTASIK-NGUYEN",152231.67
"Dywersyfikacja działalności spółki Makado poprzez wprowadzenie na rynek nowych usług tj. wynajmu rowerów elektrycznych, Gabinetu refleksologii i technik holistycznych oraz usług w zakresie Apartamentów snu w regionie kujawsko-pomorskim w celu uzyskania wzrostu dochodów i odporności na potencjalne kryzysy.",KUJAWSKO-POMORSKIE Toruń Turystyczna 71 87-100,Nazwa: Makado spółka z ograniczoną odpowiedzialnością<br>Miejsce Realizacji Województwo: KUJAWSKO-POMORSKIE<br>Grantobiorca Miejscowość: Toruń<br>Grantobiorca Ulica: Turystyczna<br>Grantobiorca Nr budynku: 71<br>Grantobiorca Kod pocztowy: 87-100<br>Wartość wsparcia: 413512.67,87-100,Toruń,71,Turystyczna,KUJAWSKO-POMORSKIE,Makado spółka z ograniczoną odpowiedzialnością,413512.67
Wprowadzenie nowej usługi i wzmocnienie na sytuacje kryzysowe firmy Oriental SPA dzięki zakupowi łodzi rekreacyjnej typu HouseBoat - Region 1,POMORSKIE Gdynia Stanisława Wyspiańskiego 7 81-435,Nazwa: ORIENTAL SPA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Stanisława Wyspiańskiego<br>Grantobiorca Nr budynku: 7<br>Grantobiorca Kod pocztowy: 81-435<br>Wartość wsparcia: 540000,81-435,Gdynia,7,Stanisława Wyspiańskiego,POMORSKIE,ORIENTAL SPA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,540000
"Zwiększenie odporności i dywersyfikacja działalności firmy Achprojekt Agata Zatorska na sytuacje kryzysowe, poprzez uruchomienie wielopoziomowych kursów brydża sportowego w modelu elearning od podstaw, opartych o innowacyjną metodę szkolenia, realizowanych i udostępnianych za pomocą interaktywnej platformy on-line.",POMORSKIE Gdańsk Stara Stocznia 4 80-862,Nazwa: Achprojekt Agata Zatorska<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Stara Stocznia<br>Grantobiorca Nr budynku: 4<br>Grantobiorca Kod pocztowy: 80-862<br>Wartość wsparcia: 455661,80-862,Gdańsk,4,Stara Stocznia,POMORSKIE,Achprojekt Agata Zatorska,455661
"Dywersyfikacja i rozszerzenie działalności Ośrodka Wczasowo – Rehabilitacyjnego „BAŁTYK” o nową ofertę usługową wraz z transformacją cyfrową i ekologiczną firmy, zmierzającą do zwiększającą konkurencyjność i odporność na przyszłe kryzysy firmy w województwie pomorskim (Region 1)",POMORSKIE Krynica Morska Tkaczy 11 82-120,"Nazwa: Halina Brzeska Ośrodek Rehabilitacyjny ""Bałtyk""<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Krynica Morska<br>Grantobiorca Ulica: Tkaczy<br>Grantobiorca Nr budynku: 11<br>Grantobiorca Kod pocztowy: 82-120<br>Wartość wsparcia: 324950.4",82-120,Krynica Morska,11,Tkaczy,POMORSKIE,"Halina Brzeska Ośrodek Rehabilitacyjny ""Bałtyk""",324950.4
Inwestycja w poszerzenie usług i dywersyfikację działalności firmy USŁUGI TURYSTYCZNE IZABELA BULUK z województwa zachodniopomorskiego - Region 1,ZACHODNIOPOMORSKIE Dziwnów Kościelna 40 72-420,Nazwa: USŁUGI TURYSTYCZNE IZABELA BULUK<br>Miejsce Realizacji Województwo: ZACHODNIOPOMORSKIE<br>Grantobiorca Miejscowość: Dziwnów<br>Grantobiorca Ulica: Kościelna<br>Grantobiorca Nr budynku: 40<br>Grantobiorca Kod pocztowy: 72-420<br>Wartość wsparcia: 357752.35,72-420,Dziwnów,40,Kościelna,ZACHODNIOPOMORSKIE,USŁUGI TURYSTYCZNE IZABELA BULUK,357752.35
Zwiększenie odporności na sytuacje kryzysowe poprzez wprowadzenie nowej usługi przez BYTÓW BROWAR KASZUBSKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ z regionu 1: pomorskie w województwie pomorskim,POMORSKIE Bytów Szarych Szeregów 14 77-100,Nazwa: BYTÓW BROWAR KASZUBSKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Bytów<br>Grantobiorca Ulica: Szarych Szeregów<br>Grantobiorca Nr budynku: 14<br>Grantobiorca Kod pocztowy: 77-100<br>Wartość wsparcia: 539906.4,77-100,Bytów,14,Szarych Szeregów,POMORSKIE,BYTÓW BROWAR KASZUBSKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,539906.4
Wprowadzenie nowej usługi polegającej na kompleksowej obsłudze rezerwacyjnej klienta podróżującego biznesowo. Region 1. Woj. zachodniopomorskie.,ZACHODNIOPOMORSKIE Szczecin Władysława Sikorskiego 7 70-323,Nazwa: ASKE Mariusz Kwapis<br>Miejsce Realizacji Województwo: ZACHODNIOPOMORSKIE<br>Grantobiorca Miejscowość: Szczecin<br>Grantobiorca Ulica: Władysława Sikorskiego<br>Grantobiorca Nr budynku: 7<br>Grantobiorca Kod pocztowy: 70-323<br>Wartość wsparcia: 289242.99,70-323,Szczecin,7,Władysława Sikorskiego,ZACHODNIOPOMORSKIE,ASKE Mariusz Kwapis,289242.99
"""Jadłostacja. Przystanek Zdrowie"" - wprowadzenie do oferty firmy Jadłostacja Arkadiusz Kotlicki nowej usługi - dieta pudełkowa. Region 1 - woj. pomorskie",POMORSKIE Tczew Jagiellońska 55c 83-110,Nazwa: JADŁOSTACJA ARKADIUSZ KOTLICKI<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Tczew<br>Grantobiorca Ulica: Jagiellońska<br>Grantobiorca Nr budynku: 55c<br>Grantobiorca Kod pocztowy: 83-110<br>Wartość wsparcia: 215173.85,83-110,Tczew,55c,Jagiellońska,POMORSKIE,JADŁOSTACJA ARKADIUSZ KOTLICKI,215173.85
Dywersyfikacja i rozszerzenie działalności EMWU MACIEJ WIŚNIEWSKI w województwie zachodniopomorskim,ZACHODNIOPOMORSKIE Szczecin Aleja Papieża Jana Pawła II 43 70-415,Nazwa: EMWU MACIEJ WIŚNIEWSKI<br>Miejsce Realizacji Województwo: ZACHODNIOPOMORSKIE<br>Grantobiorca Miejscowość: Szczecin<br>Grantobiorca Ulica: Aleja Papieża Jana Pawła II<br>Grantobiorca Nr budynku: 43<br>Grantobiorca Kod pocztowy: 70-415<br>Wartość wsparcia: 350301.35,70-415,Szczecin,43,Aleja Papieża Jana Pawła II,ZACHODNIOPOMORSKIE,EMWU MACIEJ WIŚNIEWSKI,350301.35
"Inwestycja w 9D VR, Innowacyjne kino jako klucz do podniesienia konkurencyjności i budowania odporności firmy na przyszłe kryzysy.",ZACHODNIOPOMORSKIE Łazy Leśna 13 76-002,"Nazwa: MARTA GRYGIEL P.P.H.U. ""JANTAR""<br>Miejsce Realizacji Województwo: ZACHODNIOPOMORSKIE<br>Grantobiorca Miejscowość: Łazy<br>Grantobiorca Ulica: Leśna<br>Grantobiorca Nr budynku: 13<br>Grantobiorca Kod pocztowy: 76-002<br>Wartość wsparcia: 539999",76-002,Łazy,13,Leśna,ZACHODNIOPOMORSKIE,"MARTA GRYGIEL P.P.H.U. ""JANTAR""",539999
Zrównoważony rozwój turystyki wodnej w Gdyni: Inwestycja w elektryczne łodzie rekreacyjne i system fotowoltaiczny dla ekologicznej i dostępnej oferty,POMORSKIE Rumia Krakowska 5 84-230,Nazwa: Aster Aleksandra Bojanowska<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Rumia<br>Grantobiorca Ulica: Krakowska<br>Grantobiorca Nr budynku: 5<br>Grantobiorca Kod pocztowy: 84-230<br>Wartość wsparcia: 426351.97,84-230,Rumia,5,Krakowska,POMORSKIE,Aster Aleksandra Bojanowska,426351.97
